### Instruction,### Human,### Assistant,text
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@Altcoinbuzzio Litecoin IMHO short term. Bitcoin is long term. The higher you are, the farther you have to fall.",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Altcoinbuzzio Litecoin IMHO short term. Bitcoin is long term. The higher you are, the farther you have to fall. ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},New #bitcoin block 0000000000000000005148b477c1afed7f77e76e5cf192d9b5bbb8c1804e1c6f mined at height 514754.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: New #bitcoin block 0000000000000000005148b477c1afed7f77e76e5cf192d9b5bbb8c1804e1c6f mined at height 514754. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Fri Mar 23 03:58:01 2018 (1:15)
USD : 8425.35
Wght: 0.42
Blk#: 514754
Size: 6.3 KB
TXs:  22
Pool: 172 (0.1 MB)
#bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Fri Mar 23 03:58:01 2018 (1:15)
USD : 8425.35
Wght: 0.42
Blk#: 514754
Size: 6.3 KB
TXs:  22
Pool: 172 (0.1 MB)
#bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@bittybitbit86 Yeah it’s ridiculous. Even worst case scenario that it gets shut down barely makes a dent in bitcoin future adoption,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @bittybitbit86 Yeah it’s ridiculous. Even worst case scenario that it gets shut down barely makes a dent in bitcoin future adoption ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},it's called bitcoin because it's only worth a lil bit,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: it's called bitcoin because it's only worth a lil bit ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@Footy_Cash bitcoin？,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Footy_Cash bitcoin？ ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@APompliano Bitcoin and litecoin will be used. With smart contract and there technology there no limit. ⚡️🚀,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @APompliano Bitcoin and litecoin will be used. With smart contract and there technology there no limit. ⚡️🚀 ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30498.98000000 | BITCOIN(BLCHAIN) R$27938.63 | LITECOIN(MCDTBC) R$577.10000000,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30498.98000000 | BITCOIN(BLCHAIN) R$27938.63 | LITECOIN(MCDTBC) R$577.10000000 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@NischalShetty Correction : Bitcoin is backed by math,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @NischalShetty Correction : Bitcoin is backed by math ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@Altcoinbuzzio If they could have than Bitcoin would of been shut down long time ago !,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Altcoinbuzzio If they could have than Bitcoin would of been shut down long time ago ! ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@DrewPflaum @BITCOlNCASH @BitcoinCashFund @BCHmeetups Sorry, not interested in Bitcoin Cash.",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @DrewPflaum @BITCOlNCASH @BitcoinCashFund @BCHmeetups Sorry, not interested in Bitcoin Cash. ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@Altcoinbuzzio #BITCOIN is KING all day long.,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Altcoinbuzzio #BITCOIN is KING all day long. ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},You can buy 1995 Big Macs with 1 Bitcoin ⬇🍔,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: You can buy 1995 Big Macs with 1 Bitcoin ⬇🍔 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bad news: Bitcoin on the decline.
Current Rate: 8428.81 USD = 1 BTC",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bad news: Bitcoin on the decline.
Current Rate: 8428.81 USD = 1 BTC ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@ #1, Bitcoin with unit price of $8,451.49, market cap of $143,120,802,387 (44.31%), and 24 hr vol. of $5,441,800,000 (37.52%)",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @ #1, Bitcoin with unit price of $8,451.49, market cap of $143,120,802,387 (44.31%), and 24 hr vol. of $5,441,800,000 (37.52%) ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Mar 22, 2018 08:00PM #Bitcoin Price:
USD 8695.66 | EUR 7048.24 | JPY 929250.00",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Mar 22, 2018 08:00PM #Bitcoin Price:
USD 8695.66 | EUR 7048.24 | JPY 929250.00 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin - BTC
Price: $8,444.87
Change in 1h: -2.2%
Market cap: $143,008,485,623.00
Ranking: 1
#Bitcoin #BTC",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin - BTC
Price: $8,444.87
Change in 1h: -2.2%
Market cap: $143,008,485,623.00
Ranking: 1
#Bitcoin #BTC ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current BTC Dominance: 44.31% #Bitcoin #Altcoin #Cryptocurrency,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current BTC Dominance: 44.31% #Bitcoin #Altcoin #Cryptocurrency ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin:$8444.87
Ethereum:$516.81
Bitcoin Cash:$970.829
Litecoin:$158.655
Ripple:$0.635307
IOTA:$1.27057",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin:$8444.87
Ethereum:$516.81
Bitcoin Cash:$970.829
Litecoin:$158.655
Ripple:$0.635307
IOTA:$1.27057 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},I wish I could drop acid as hard as the price of Bitcoin.,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: I wish I could drop acid as hard as the price of Bitcoin. ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 bitcoin = $8451.49 / 6859.651€
1 bitcoin-cash = $970.829 / 787.973€
1 ethereum = $516.85 / 419.501€
#bitcoin #ethereum #bitcoincash",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 bitcoin = $8451.49 / 6859.651€
1 bitcoin-cash = $970.829 / 787.973€
1 ethereum = $516.85 / 419.501€
#bitcoin #ethereum #bitcoincash ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Average Bitcoin market price is: USD 8,434.24, EUR 6,841.88",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Average Bitcoin market price is: USD 8,434.24, EUR 6,841.88 ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},2018-03-23 03:00 UTC Bitcoin Price: 8422.79 USD,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 2018-03-23 03:00 UTC Bitcoin Price: 8422.79 USD ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"How could bitcoin be affected by a trade war?

The only trade war bitcoin is having right now is with the moon.",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: How could bitcoin be affected by a trade war?

The only trade war bitcoin is having right now is with the moon. ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@NischalShetty #Bitcoin is backed by math,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @NischalShetty #Bitcoin is backed by math ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Cryptopia will be listing ColossusCoinXT ( $COLX) #cryptocurrency #blockchain #bitcoin #crypto #btc #ico #eth #xrp #trading #CryptoNews,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Cryptopia will be listing ColossusCoinXT ( $COLX) #cryptocurrency #blockchain #bitcoin #crypto #btc #ico #eth #xrp #trading #CryptoNews ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 #BTC (#Bitcoin) quotes:
$8424.70/$8437.59 #Bitstamp
$8430.50/$8439.20 #Kraken
⇢$-7.09/$14.50
$8376.90/$8461.10 #Coinbase
⇢$-60.69/$36.40",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 #BTC (#Bitcoin) quotes:
$8424.70/$8437.59 #Bitstamp
$8430.50/$8439.20 #Kraken
⇢$-7.09/$14.50
$8376.90/$8461.10 #Coinbase
⇢$-60.69/$36.40 ### Assistant: Neutral"
